0:PR-Place	1:PR-AirportName	2:PR-Latitude	3:PR-Longitude	4:PR-LatitudeDMS	5:PR-LongitudeDMS	6:PR-LatitudeDMS-D	7:PR-LongitudeDMS-D	8:PR-ZipCode5Digit	9:PR-ZipCode5Plus4Digit	10:CT-Street:PR-StreetNumber	10:CT-Street:PR-StreetNumberDirection	10:CT-Street:PR-StreetName	10:CT-Street:PR-StreetType	10:CT-Street:PR-StreetDirection	11:PR-City	11:PR-State-Abbr	12:PR-StateName	13:CT-DistanceMiles:PR-QuantitativeValue	13:CT-DistanceMiles:PR-UnitMiles	14:CT-DistanceMiles:PR-QuantitativeValue
NULL	INNSBRUCK INTERNATIONAL, AUSTRIA  -LOWI-	NULL	NULL	NULL	NULL	N4715.616	E01120.633	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Zurich Runway Crossing	NULL	NULL	NULL	NULL	N4727.580	E00832.941	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Gatwick Airport	NULL	NULL	NULL	NULL	N5107.949	W00009.334	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	N5108.797	W00242.922	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Airport of Sá Carneiro	NULL	NULL	NULL	NULL	N4114.201	E00840.214	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Gatwick Airport, UK	NULL	NULL	NULL	NULL	N5109.545	W00010.353	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
moscow	NULL	NULL	NULL	NULL	NULL	n5736.796	w3952.289	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Palma de Mallorca	NULL	NULL	NULL	NULL	N3932.851	E00243.833	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	AEROPUERTO INTERNACIONAL DE BILBAO,  Carlos de Haya	NULL	NULL	NULL	NULL	N4318.039489	W00254.381928	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	MUC Munich Airport	NULL	NULL	NULL	NULL	N4821.21	E1147.09	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Frankfurt Airport	NULL	NULL	NULL	NULL	N5003.061	E00834.312	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Leipzig-Halle Airport, Germany	NULL	NULL	NULL	NULL	N5125.226	E001213.275	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Kyiv International Airport 'Borispil', Ukraine	NULL	NULL	NULL	NULL	N5019.997	E030.53.823	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Kyiv International Airport 'Borispil', Ukraine	NULL	NULL	NULL	NULL	N5019.997	E03053.823	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Prague International Airport	NULL	NULL	NULL	NULL	N5006.562	E01415.066	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Grazzanise Airport	NULL	NULL	NULL	NULL	N4103.519	E01404.932	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Paris CDG	NULL	NULL	NULL	NULL	N4900.347	E0234.036	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Coquet Island Lighthouse	NULL	NULL	NULL	NULL	NULL	N5533.400	W00154.078	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Longstone Island Lighthouse	NULL	NULL	NULL	NULL	NULL	N5564.366	W00161.009	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Airport Stuttgart	NULL	NULL	NULL	NULL	N4841.441	E00911.628	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Aviano Air Base	NULL	NULL	NULL	NULL	N4601.963	E01236.079	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Luton airport, short stay car park	NULL	NULL	NULL	NULL	NULL	N5152.711	W00022.414	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Arthurs Pike	NULL	NULL	NULL	NULL	NULL	N5434.703	W00250.160	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Gardermoen Airport	NULL	NULL	NULL	NULL	N6011.566	E01105.916	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Airport Hannover Langenhagen	NULL	NULL	NULL	NULL	N5227.555	E941.758	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Newcastle Airport	NULL	NULL	NULL	NULL	N5502.245	W0142.635	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	London Stansted airport	NULL	NULL	NULL	NULL	N5155.384	E0015.782	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Oxford airport, Kidlington	NULL	NULL	NULL	NULL	N5149.939	W0118.688	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Tromsø airport	NULL	NULL	NULL	NULL	N6940.781	E1854.383	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Longyearbyen airport	NULL	NULL	NULL	NULL	N7814.804	E1529.705	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Ny Ålesund airstrip	NULL	NULL	NULL	NULL	N7855.697	E1152.412	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Salzburg Airport W.A. Mozart	NULL	NULL	NULL	NULL	N4747.305	E0125.9470	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Dortmund Airport	NULL	NULL	NULL	NULL	N5130.558	E00736.465	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Houston Airport	NULL	NULL	NULL	NULL	N3002.05	W09516.87	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	DFW Airport	NULL	NULL	NULL	NULL	N3253.717	W09702.417	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	DFW	NULL	NULL	NULL	NULL	N32,54.080	W97,01.954	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Austin Texas New Bergstrom Airport Entrance	NULL	NULL	NULL	NULL	NULL	N3012.811	W09739.931	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
San Antonio, Tx International Airport	NULL	NULL	NULL	NULL	NULL	N2931.702	W09828.594	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
William P. Hobby Airport - aka Houston Hobby Airport aka 'HOU'	NULL	NULL	NULL	NULL	NULL	N2939.424	W09516.793	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
William P. Hobby Airport Control Tower	NULL	NULL	NULL	NULL	NULL	N2938.728	W09517.328	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Skydive Spaceland	NULL	NULL	NULL	NULL	NULL	N2921.506	W09527.848	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santa Clara Valley Medical Center	NULL	NULL	NULL	NULL	NULL	N371849.5	W1215605.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
San Francisco Sheriff's Office	NULL	NULL	NULL	NULL	NULL	N3746.437	W12224.322	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
San Francisco Sheriff's Office	NULL	NULL	NULL	NULL	NULL	N3746.437	W12224.322	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Grover Beach, CA  E O C and Police Station	NULL	NULL	NULL	NULL	NULL	N3507.260	W12037.330	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Foundation, South San Francisco	NULL	NULL	NULL	NULL	NULL	N3739.470	W12226.285	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Permanente, Hayward	NULL	NULL	NULL	NULL	NULL	N3737.788	W12205.747	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Los Angeles Sheriffs Station - Marina Del Rey	NULL	NULL	NULL	NULL	NULL	N3358.235	W11826.753	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Parker Center (LAPD's HQ)	NULL	NULL	NULL	NULL	NULL	N3403.162	W11814.525	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
U.S. Coast Guard Patrol Station - Marina Del Rey	NULL	NULL	NULL	NULL	NULL	N3358.195	W11826.776	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Life Guard Headquarters - Santa Monica Beach	NULL	NULL	NULL	NULL	NULL	N3400.565	W11829.712	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Carson Sheriff's Station	NULL	NULL	NULL	NULL	NULL	N3350.040	W11815.772	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Compton Police Station HQ	NULL	NULL	NULL	NULL	NULL	N3353.655	W11813.468	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Culver City Police HQ	NULL	NULL	NULL	NULL	NULL	N3401.220	W11823.696	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
El Segundo Fire House - Civic Center	NULL	NULL	NULL	NULL	NULL	N3355.166	W11824.952	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
El Segundo Police HQ	NULL	NULL	NULL	NULL	NULL	N3355.202	W11824.953	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Hawthorne Police HQ	NULL	NULL	NULL	NULL	NULL	N3355.092	W11821.265	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Inglewood Police HQ	NULL	NULL	NULL	NULL	NULL	N3357.832	W11821.283	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
City of Long Beach - Police HQ	NULL	NULL	NULL	NULL	NULL	N3346.149	W11811.831	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
U.S. Coast Guard Air Station  Los Angeles - LAX	NULL	NULL	NULL	NULL	NULL	N3356.609	W11825.184	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
LAX's Airport Beacon	NULL	NULL	NULL	NULL	NULL	N3356.552	W11824.920	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
LGS Sky Chef's Facility (gate) - LAX	NULL	NULL	NULL	NULL	NULL	N3356.553	W11824.800	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Emergency' TV Series  - Firehouse 51	NULL	NULL	NULL	NULL	NULL	N3349.464	W11814.290	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Long Beach Police Station - Del Amo @ Atlantic	NULL	NULL	NULL	NULL	NULL	N3350.683	W11811.114	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Torrance Police HQ	NULL	NULL	NULL	NULL	NULL	N3350.399	W11820.572	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Long Beach Fire House # 10 (and Long Beach Firefighter's Museum)	NULL	NULL	NULL	NULL	NULL	N3347.085	W11810.384	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Torrance Firestation #3	NULL	NULL	NULL	NULL	NULL	N3351.935	W11820.044	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Pomona Valley Hospital	NULL	NULL	NULL	NULL	NULL	N3404.652	W11745.110	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Fire Station 2, Sunnyvale	NULL	NULL	NULL	NULL	NULL	N3722.867	W12200.742	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Call Box 009-053	NULL	NULL	NULL	NULL	NULL	N3715.113	W12203.753	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
American Red Cross - Long Beach Chapter	NULL	NULL	NULL	NULL	NULL	N3348.430	W11809.253	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Torrance Fire Station #1	NULL	NULL	NULL	NULL	NULL	N3349.882	W11819.719	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Torrance Fire Station #2	NULL	NULL	NULL	NULL	NULL	N3347.797	W11820.256	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Rancho Los Amigos Hospital	NULL	NULL	NULL	NULL	NULL	N3355.672	W11809.481	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Long Beach Police Station - Park Ave.	NULL	NULL	NULL	NULL	NULL	N3347.577	W11808.288	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Hospital -- Richmond (Emergency)	NULL	NULL	NULL	NULL	NULL	N3756.220	w12221.642	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
City of Signal Hill Fire Station #23	NULL	NULL	NULL	NULL	NULL	N3348.374	W11809.843	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Norwalk Sheriff's Station	NULL	NULL	NULL	NULL	NULL	N3354.872	W11804.142	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
City of Pasadena Police HQ	NULL	NULL	NULL	NULL	NULL	N3408.972	W11808.658	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
San Bernardino Sheriff - Victorville Office	NULL	NULL	NULL	NULL	NULL	N3430.699	W11719.388	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Permanente, Mountain View	NULL	NULL	NULL	NULL	NULL	N3723.368	W12204.903	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Permanente, South San Francisco	NULL	NULL	NULL	NULL	NULL	N3739.508	W12226.345	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Permanente, Mountain View	NULL	NULL	NULL	NULL	NULL	N3723.367	W12204.895	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santa Clara Police Station	NULL	NULL	NULL	NULL	NULL	N3721.212	W12156.308	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
City of Long Beach Emergency Communications and Operations Center  (under construction)	NULL	NULL	NULL	NULL	NULL	N3348.600	W11809.050	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Long Beach Police Department - Air Support Unit	NULL	NULL	NULL	NULL	NULL	N3349.267	W11808.433	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Permanente Medical Offices - Gardena	NULL	NULL	NULL	NULL	NULL	N3353.431	W11818.488	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Foundation Hospital - Harbor City	NULL	NULL	NULL	NULL	NULL	N3347.373	W11817.824	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Los Angeles County Fire Station # 160 - Hawthorne	NULL	NULL	NULL	NULL	NULL	N3408.074	W11819.295	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
City of Long Beach - Firehouse # 19	NULL	NULL	NULL	NULL	NULL	N3349.373	W11808.044	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sunnyvale Police Station	NULL	NULL	NULL	NULL	NULL	N3722.244	W12202.388	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Permanente, Building C, Santa Clara	NULL	NULL	NULL	NULL	NULL	N3720.532	W12158.690	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Centinela Hospital Medical Center	NULL	NULL	NULL	NULL	NULL	N3357.005	W11820.891	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Tommy Lasorda Heart Institute  (Centinela Hospital Medical Center)	NULL	NULL	NULL	NULL	NULL	N3357.005	W11820.891	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Los Angeles County Fire Station #58	NULL	NULL	NULL	NULL	NULL	N3359.276	W11821.766	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Los Angeles County Fire Station #116	NULL	NULL	NULL	NULL	NULL	N3352.030	W11815.704	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Loma Linda University Medical Center	NULL	NULL	NULL	NULL	NULL	N3402.918	W11715.745	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Loma Linda University Children's Hospital	NULL	NULL	NULL	NULL	NULL	N3402.918	W11715.745	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Loma Linda University Community Medical Center	NULL	NULL	NULL	NULL	NULL	N3402.918	W11715.745	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
San Dimas Mountain Rescue Team's Station	NULL	NULL	NULL	NULL	NULL	N3406.450	W11748.330	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Doheny Eye Institute	NULL	NULL	NULL	NULL	NULL	N3403.730	W11812.170	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
USC University Hospital	NULL	NULL	NULL	NULL	NULL	N3403.721	W11812.107	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
City of Los Angeles Fire Station # 95	NULL	NULL	NULL	NULL	NULL	N3356.722	W11822.898	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Los Angeles County Fire Station #170 - Inglewood	NULL	NULL	NULL	NULL	NULL	N3356.317	W11819.583	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Los Angeles County Fire Department Life Guard Operations - Manhattan Beach Pier	NULL	NULL	NULL	NULL	NULL	N3353.060	W11824.723	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kaiser Permanente, French Campus	NULL	NULL	NULL	NULL	NULL	N3746.961	W12226.579	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Saint John's Medical Center - Santa Monica	NULL	NULL	NULL	NULL	NULL	N3401.833	W11828.678	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
UNIVERSITY HOSPITAL EDMONTON ALBERTA CANADA	NULL	NULL	NULL	NULL	NULL	N5331.268	W11331.286	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
McMaster University / Hospital         Hamilton, Ontario	NULL	NULL	NULL	NULL	NULL	N4315.466	W7955.083	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Foothills Hospital	NULL	NULL	NULL	NULL	NULL	N5103.863	W11407.998	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Niagara General Hosital	NULL	NULL	NULL	NULL	NULL	N4305.610	W07905.463	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
RCMP Niagara Area	NULL	NULL	NULL	NULL	NULL	N4309.316	W07909.576	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Scarborough General Hospital parking lot	NULL	NULL	NULL	NULL	NULL	N4345.425	W7914.928	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Hopital regional de Lanaudiere - Hospital	NULL	NULL	NULL	NULL	NULL	N4602.432	W07327.406	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sainte-Agathe-Des-Monts general hospital CHL	NULL	NULL	NULL	NULL	NULL	N4603.330	W07417281	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Old Montreal, Place Jacques Cartier	NULL	NULL	NULL	NULL	NULL	N4530.494	W7333.238	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.35	89.967	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.35	89.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	26.983	89.817	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.217	91.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.217	90.717	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.7	89.55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.317	91.567	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.033	90.233	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.267	90.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	26.817	91.717	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	26.9	90.433	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	26.9	90.917	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.05	90.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.7	89.55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.55	90.717	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.6	90.817	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.767	89.45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.083	89.867	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	26.9	89.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.4	90.467	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.2	89.55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.2	89.55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.5	90.283	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	27.45	90.333	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	26.917	89.033	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
